TimeStamp,Station.Number,Temperature
2003-02,14,12.44071429
2003-02,15,12.5
2003-02,16,12.54666667
2003-02,17,12.54
2003-02,18,12.51465116
2003-02,20,12.53321429
2003-02,21,12.56632653
2003-02,22,12.52660377
2003-02,23,12.59738095
2003-02,24,12.61111111
2003-02,25,12.59818182
2003-02,26,12.65518519
2003-02,27,12.73151515
2003-02,28,12.76818182
2003-02,29,12.80261905
2003-02,29.5,12.7765
2003-02,30,12.82918919
2003-02,31,12.74210526
2003-02,32,12.73875
2003-02,33,12.66685714
2003-02,34,12.58111111
2003-02,35,12.55761905
2003-02,36,12.48470588
2003-02,649,11.11454545
2003-02,657,11.095
2003-03,2,14.33363636
2003-03,3,14.33416667
2003-03,4,14.32111111
2003-03,5,14.2475
2003-03,6,14.2075
2003-03,7,14.48071429
2003-03,8,14.53666667
2003-03,9,14.51
2003-03,10,14.46055556
2003-03,11,14.48642857
2003-03,12,14.189
2003-03,13,14.06818182
2003-03,14,13.92428571
2003-03,15,13.69652174
2003-03,16,13.53857143
2003-03,17,13.47416667
2003-03,18,13.03790698
2003-03,20,13.26307692
2003-03,21,13.45940299
2003-03,22,13.44891892
2003-03,23,13.68912281
2003-03,24,13.71815789
2003-03,25,13.87967742
2003-03,26,14.07780488
2003-03,27,14.21217391
2003-03,28,14.21578947
2003-03,29,14.34875
2003-03,29.5,14.34403509
2003-03,30,14.29387755
2003-03,31,14.39788462
2003-03,32,14.56477273
2003-03,33,14.6754
2003-03,34,14.40346154
2003-03,35,14.76173913
2003-03,36,14.58086957
2003-03,649,14.36272727
2003-03,657,14.04666667
2003-04,2,15.484
2003-04,3,15.36
2003-04,4,15.086875
2003-04,5,15.04636364
2003-04,6,15.235
2003-04,7,14.9975
2003-04,8,14.83
2003-04,9,14.46
2003-04,10,14.55647059
2003-04,11,14.26866667
2003-04,12,14.17571429
2003-04,13,14.00375
2003-04,14,13.61461538
2003-04,15,13.79681818
2003-04,16,13.30307692
2003-04,17,13.15833333
2003-04,18,12.55540541
2003-04,20,13.52086957
2003-04,21,13.85507692
2003-04,22,13.6957971
2003-04,23,14.15035088
2003-04,24,14.35289474
2003-04,25,14.66258065
2003-04,26,14.87
2003-04,27,15.09913043
2003-04,28,15.12631579
2003-04,29,15.25263158
2003-04,29.5,15.20298246
2003-04,30,15.25423077
2003-04,31,15.34019231
2003-04,32,15.50045455
2003-04,33,15.5014
2003-04,34,15.53307692
2003-04,35,15.62275862
2003-04,36,15.52666667
2003-04,649,14.96181818
2003-04,657,14.96777778
2003-05,2,18.556
2003-05,3,18.25916667
2003-05,4,18.382
2003-05,5,18.48090909
2003-05,6,18.53272727
2003-05,7,18.71166667
2003-05,8,18.54285714
2003-05,9,18.31935484
2003-05,10,18.02125
2003-05,11,17.42923077
2003-05,12,17.34
2003-05,13,16.83222222
2003-05,14,16.50230769
2003-05,15,16.11818182
2003-05,16,15.83272727
2003-05,17,15.35636364
2003-05,18,13.45952381
2003-05,20,15.1165
2003-05,21,15.326875
2003-05,22,15.08028571
2003-05,23,15.57074074
2003-05,24,15.53333333
2003-05,25,15.674
2003-05,26,16.0955
2003-05,27,16.29619048
2003-05,28,16.34142857
2003-05,29,16.45142857
2003-05,29.5,16.53962963
2003-05,30,16.62708333
2003-05,31,16.9896
2003-05,32,17.14045455
2003-05,33,17.2396
2003-05,34,17.16818182
2003-05,35,18.39428571
2003-05,36,17.38846154
2003-05,649,18.05454545
2003-05,657,17.983
2003-06,2,20.61727273
2003-06,3,20.31846154
2003-06,4,20.08428571
2003-06,5,20.16181818
2003-06,6,20.17909091
2003-06,7,19.73466667
2003-06,8,19.294
2003-06,9,18.84942857
2003-06,10,18.763125
2003-06,11,18.56888889
2003-06,12,18.57222222
2003-06,13,18.214
2003-06,14,17.95384615
2003-06,15,17.39863636
2003-06,16,17.025
2003-06,17,16.27583333
2003-06,18,15.04076923
2003-06,20,16.26625
2003-06,21,16.905
2003-06,22,16.63529412
2003-06,23,17.15307692
2003-06,24,17.47111111
2003-06,25,18.31
2003-06,26,18.92777778
2003-06,27,19.01909091
2003-06,28,19.15384615
2003-06,29,19.31769231
2003-06,29.5,19.61785714
2003-06,30,19.86090909
2003-06,31,19.98583333
2003-06,32,20.144
2003-06,33,20.16333333
2003-06,34,19.74833333
2003-06,36,20.218
2003-06,649,20.24363636
2003-06,657,20.601
2003-07,3,22.26846154
2003-07,4,22.35117647
2003-07,5,22.29636364
2003-07,6,22.35
2003-07,7,21.68461538
2003-07,8,21.278125
2003-07,9,20.96193548
2003-07,10,20.863125
2003-07,11,20.715
2003-07,12,20.71888889
2003-07,13,20.07428571
2003-07,14,19.31642857
2003-07,15,18.69652174
2003-07,16,18.44166667
2003-07,17,16.68333333
2003-07,18,16.53444444
2003-07,20,16.79041667
2003-07,21,18.17470588
2003-07,22,18.34882353
2003-07,23,18.91538462
2003-07,24,19.18375
2003-07,25,20
2003-07,26,20.50333333
2003-07,27,20.44666667
2003-07,28,20.74083333
2003-07,29,21.36833333
2003-07,29.5,21.59333333
2003-07,30,21.7
2003-07,31,22.16272727
2003-07,32,22.18444444
2003-07,33,22.281
2003-07,34,21.93428571
2003-07,35,22.26333333
2003-07,36,21.6575
2003-07,649,22.24818182
2003-07,657,22.55
2003-08,2,21.265
2003-08,3,21.198
2003-08,4,21.19666667
2003-08,5,21.34727273
2003-08,6,21.47727273
2003-08,7,21.10142857
2003-08,8,20.87133333
2003-08,9,20.86153846
2003-08,10,20.91777778
2003-08,11,21.048
2003-08,12,21.21375
2003-08,13,20.82333333
2003-08,14,20.15714286
2003-08,15,19.90565217
2003-08,16,19.31833333
2003-08,17,18.635
2003-08,18,18.11255814
2003-08,20,18.8148
2003-08,21,20.0240625
2003-08,22,19.93647059
2003-08,23,20.86321429
2003-08,24,20.84666667
2003-08,25,21.28
2003-08,26,21.62
2003-08,27,21.93727273
2003-08,28,22.08392857
2003-08,29,22.15692308
2003-08,29.5,22.10814815
2003-08,30,22.18
2003-08,31,22.46666667
2003-08,32,22.4605
2003-08,33,22.4875
2003-08,34,22.43583333
2003-08,35,23.3
2003-08,36,23.40857143
2003-08,649,21.14818182
2003-08,657,21.39333333
2003-09,2,20.2
2003-09,3,20.14846154
2003-09,4,20.194375
2003-09,5,20.26583333
2003-09,6,20.03545455
2003-09,7,19.83933333
2003-09,8,19.908
2003-09,9,20.055
2003-09,10,20.07722222
2003-09,11,20.09214286
2003-09,12,19.81555556
2003-09,13,19.213
2003-09,14,18.99785714
2003-09,15,18.51391304
2003-09,16,17.615
2003-09,17,17.67923077
2003-09,18,16.35244898
2003-09,20,16.985
2003-09,21,18.35088235
2003-09,22,18.23833333
2003-09,23,19.45689655
2003-09,24,19.79263158
2003-09,25,20.298
2003-09,26,20.70315789
2003-09,27,20.94045455
2003-09,28,20.85714286
2003-09,29,21.0037037
2003-09,29.5,21.05142857
2003-09,30,21.15565217
2003-09,31,21.13681818
2003-09,32,21.12210526
2003-09,33,21.22666667
2003-09,34,20.81111111
2003-09,35,21.45714286
2003-09,36,21.70166667
2003-09,649,20.31818182
2003-09,657,20.892
2003-10,2,18.426
2003-10,3,18.36666667
2003-10,4,18.2775
2003-10,5,18.23545455
2003-10,6,18.24333333
2003-10,7,18.28692308
2003-10,8,18.06533333
2003-10,9,17.9932
2003-10,10,17.97352941
2003-10,11,17.79785714
2003-10,12,17.71333333
2003-10,13,17.21111111
2003-10,14,17.075
2003-10,15,16.37217391
2003-10,16,15.84692308
2003-10,17,15.34333333
2003-10,18,14.72595238
2003-10,20,15.45538462
2003-10,21,16.39882353
2003-10,22,16.43210526
2003-10,23,17.49571429
2003-10,24,17.99555556
2003-10,25,18.03375
2003-10,26,17.95
2003-10,27,17.69727273
2003-10,29,18.105
2003-10,29.5,18.29466667
2003-10,30,18.48416667
2003-10,31,18.66307692
2003-10,32,18.72
2003-10,33,18.69666667
2003-10,34,18.688
2003-10,35,18.84142857
2003-10,36,18.97166667
2003-10,649,18.58909091
2003-10,657,18.3975
2003-11,2,14.591
2003-11,3,14.58454545
2003-11,4,14.494375
2003-11,5,14.39818182
2003-11,6,14.48909091
2003-11,7,14.42571429
2003-11,8,14.43066667
2003-11,9,14.22285714
2003-11,10,14.16764706
2003-11,11,14.11166667
2003-11,12,14.025
2003-11,13,14.03888889
2003-11,14,13.915
2003-11,15,13.83391304
2003-11,16,13.585
2003-11,17,13.56
2003-11,18,13.35921053
2003-11,20,13.49217391
2003-11,21,13.74375
2003-11,22,13.67611111
2003-11,23,13.926
2003-11,24,14.23454545
2003-11,25,14.65
2003-11,26,14.927
2003-11,27,14.97083333
2003-11,28,14.90066667
2003-11,29,14.834
2003-11,29.5,14.95066667
2003-11,30,15
2003-11,31,15.06214286
2003-11,32,15.06545455
2003-11,33,15.05083333
2003-11,34,15
2003-11,35,14.94
2003-11,36,14.97666667
2003-11,649,14.216
2003-11,657,13.56
2003-12,2,10.68636364
2003-12,3,10.86666667
2003-12,5,10.86416667
2003-12,6,10.91454545
2003-12,7,11.05142857
2003-12,8,11.14533333
2003-12,9,11.21518519
2003-12,10,11.27058824
2003-12,11,11.40307692
2003-12,12,11.50888889
2003-12,13,11.55222222
2003-12,14,11.67428571
2003-12,15,11.64043478
2003-12,16,11.92769231
2003-12,17,12.12692308
2003-12,18,12.04833333
2003-12,20,12.044
2003-12,21,12.01235294
2003-12,22,12.04263158
2003-12,23,12.008
2003-12,24,11.962
2003-12,25,12.11
2003-12,26,12.07
2003-12,27,11.885
2003-12,28,12.00375
2003-12,29,12.046
2003-12,29.5,12.026
2003-12,30,12.01666667
2003-12,31,12.05
2003-12,32,12.09090909
2003-12,33,11.92076923
2003-12,649,10.20666667
2003-12,657,10.15777778
2004-01,2,9.338181818
2004-01,3,9.270714286
2004-01,4,9.242941176
2004-01,5,9.14
2004-01,6,8.920833333
2004-01,7,8.907142857
2004-01,8,9.306875
2004-01,9,9.489615385
2004-01,10,9.41
2004-01,11,10.22266667
2004-01,12,10.1725
2004-01,13,10.683
2004-01,14,10.55090909
2004-01,15,10.93956522
2004-01,16,10.99769231
2004-01,17,11.23083333
2004-01,18,11.49119048
2004-01,20,11.22916667
2004-01,21,11
2004-01,22,10.95666667
2004-01,23,10.87933333
2004-01,24,10.81
2004-01,25,10.74
2004-01,26,10.639
2004-01,27,10.6325
2004-01,28,10.684
2004-01,29,10.73142857
2004-01,29.5,10.72
2004-01,30,10.72769231
2004-01,31,10.87461538
2004-01,32,10.975
2004-01,33,10.99
2004-01,34,10.99
2004-01,35,11.07857143
2004-01,36,11.14666667
2004-01,649,9.676363636
2004-01,657,9.819090909
2004-02,2,9.288333333
2004-02,3,9.376923077
2004-02,4,9.332352941
2004-02,5,9.956666667
2004-02,6,9.919090909
2004-02,7,10.38066667
2004-02,8,10.54785714
2004-02,9,10.69206897
2004-02,10,10.62352941
2004-02,11,10.95066667
2004-02,12,11.09222222
2004-02,13,11.407
2004-02,14,11.35642857
2004-02,15,11.40695652
2004-02,16,11.37166667
2004-02,17,11.435
2004-02,18,11.54075
2004-02,20,11.57555556
2004-02,21,12.02823529
2004-02,22,12.09921053
2004-02,23,12.07166667
2004-02,24,11.9125
2004-02,25,11.86235294
2004-02,26,11.83526316
2004-02,27,11.84565217
2004-02,28,11.98964286
2004-02,29,12.0062069
2004-02,29.5,11.93517241
2004-02,30,12.0644
2004-02,31,12.1084
2004-02,32,12.00086957
2004-02,33,11.9288
2004-02,34,11.71071429
2004-02,35,12.13
2004-02,36,12.24
2004-02,649,9.27
2004-02,657,9.45
2004-03,2,12.85272727
2004-03,3,12.67416667
2004-03,4,13.01384615
2004-03,6,12.4
2004-03,7,12.45733333
2004-03,8,12.454
2004-03,9,12.37107143
2004-03,10,12.35235294
2004-03,11,12.76785714
2004-03,12,12.46
2004-03,13,12.61777778
2004-03,14,12.53636364
2004-03,15,12.49217391
2004-03,16,12.44461538
2004-03,17,12.36615385
2004-03,18,12.26119048
2004-03,20,12.40807692
2004-03,21,13.52705882
2004-03,22,13.495
2004-03,23,14.03860465
2004-03,24,14.07758621
2004-03,25,14.53
2004-03,26,14.79
2004-03,27,14.95342857
2004-03,28,15.3225
2004-03,29,15.45977273
2004-03,29.5,15.72954545
2004-03,30,15.94315789
2004-03,31,16.26195122
2004-03,32,16.39242424
2004-03,33,16.46
2004-03,34,16.81947368
2004-03,35,16.99818182
2004-03,36,17.01421053
2004-03,649,13.12454545
2004-03,657,13.671
2004-04,2,15.225
2004-04,3,15.3725
2004-04,4,15.35882353
2004-04,5,15.5325
2004-04,6,15.681
2004-04,7,15.438
2004-04,8,15.21466667
2004-04,9,15.11551724
2004-04,10,15.15647059
2004-04,11,15.02928571
2004-04,12,15.11666667
2004-04,13,14.72333333
2004-04,14,14.22428571
2004-04,15,14.08086957
2004-04,16,13.785
2004-04,17,13.33166667
2004-04,18,13.28972222
2004-04,20,13.424
2004-04,21,14.14490196
2004-04,22,14.0312963
2004-04,23,14.72238095
2004-04,24,14.74148148
2004-04,25,15.08
2004-04,26,15.46517241
2004-04,27,15.68484848
2004-04,28,15.92023256
2004-04,29,16.08069767
2004-04,29.5,16.21833333
2004-04,30,16.34736842
2004-04,31,16.52756757
2004-04,32,16.704375
2004-04,33,16.66606061
2004-04,34,16.7025
2004-04,35,17.50923077
2004-04,36,17.52076923
2004-04,649,15.06090909
2004-04,657,14.55
2004-05,2,18.92
2004-05,3,18.75642857
2004-05,4,18.759375
2004-05,5,18.74666667
2004-05,6,18.67545455
2004-05,7,18.18692308
2004-05,8,17.94125
2004-05,9,17.85857143
2004-05,10,17.889375
2004-05,11,18.09285714
2004-05,12,17.95222222
2004-05,13,17.13333333
2004-05,14,16.40066667
2004-05,15,16.18083333
2004-05,16,15.2975
2004-05,17,14.54071429
2004-05,18,13.71
2004-05,20,14.51037037
2004-05,21,15.39470588
2004-05,22,15.71388889
2004-05,23,16.335
2004-05,24,16.51777778
2004-05,25,16.97428571
2004-05,26,17.392
2004-05,27,17.63727273
2004-05,28,17.73384615
2004-05,29,17.94846154
2004-05,29.5,17.84692308
2004-05,30,17.873
2004-05,31,18.13454545
2004-05,32,18.29555556
2004-05,33,18.481
2004-05,34,17.74
2004-05,649,18.98181818
2004-05,657,19.608
2004-06,2,21.408
2004-06,3,20.93181818
2004-06,4,20.74705882
2004-06,5,20.611
2004-06,6,20.52363636
2004-06,7,19.94214286
2004-06,8,19.53933333
2004-06,9,19.26264706
2004-06,10,19.36823529
2004-06,11,19.56
2004-06,12,19.635
2004-06,13,19.02222222
2004-06,14,18.30307692
2004-06,15,18.03217391
2004-06,16,17.34615385
2004-06,17,16.55
2004-06,18,15.59590909
2004-06,20,16.51166667
2004-06,21,17.37294118
2004-06,22,17.11352941
2004-06,23,17.70714286
2004-06,24,17.49375
2004-06,25,18.47625
2004-06,26,19.233
2004-06,27,19.70727273
2004-06,28,20.025
2004-06,29,20.22785714
2004-06,29.5,20.44428571
2004-06,30,20.50384615
2004-06,31,20.41083333
2004-06,32,20.39
2004-06,33,20.25166667
2004-06,34,19.82
2004-06,35,20.16166667
2004-06,36,20.172
2004-06,649,20.861
2004-06,657,21.43444444
2004-07,2,21.963
2004-07,3,21.71538462
2004-07,4,21.78705882
2004-07,5,21.75833333
2004-07,6,21.46636364
2004-07,7,21.18714286
2004-07,8,20.94533333
2004-07,9,20.83592593
2004-07,10,20.70722222
2004-07,11,20.5695
2004-07,12,20.37777778
2004-07,13,19.40888889
2004-07,14,19.145
2004-07,15,18.60391304
2004-07,16,17.52916667
2004-07,17,16.54692308
2004-07,18,15.93071429
2004-07,20,16.74
2004-07,21,17.50444444
2004-07,22,17.54105263
2004-07,23,18.47133333
2004-07,24,19.783
2004-07,25,20.4325
2004-07,26,21.24818182
2004-07,27,22.00076923
2004-07,28,22.15133333
2004-07,29,22.29857143
2004-07,29.5,22.37714286
2004-07,30,22.69363636
2004-07,31,22.76384615
2004-07,32,22.84
2004-07,33,22.97416667
2004-07,34,23.028
2004-07,649,21.99727273
2004-07,657,22.759
2004-08,2,21.165
2004-08,3,21.085
2004-08,4,21.04066667
2004-08,5,21.04909091
2004-08,6,20.77181818
2004-08,7,20.70071429
2004-08,8,20.50933333
2004-08,9,20.40733333
2004-08,10,20.35823529
2004-08,11,20.24857143
2004-08,12,20.05222222
2004-08,13,19.50888889
2004-08,14,19.15285714
2004-08,15,18.79136364
2004-08,16,17.85583333
2004-08,17,17.11461538
2004-08,18,16.62674419
2004-08,20,17.10272727
2004-08,21,18.07176471
2004-08,22,17.88631579
2004-08,23,18.366
2004-08,24,19.78444444
2004-08,25,20.60222222
2004-08,26,20.874
2004-08,27,21.53
2004-08,28,21.71
2004-08,29,21.852
2004-08,29.5,22.03714286
2004-08,30,22.09916667
2004-08,31,22.18384615
2004-08,32,22.23
2004-08,33,22.22636364
2004-08,34,22.306
2004-08,35,22.51833333
2004-08,36,22.645
2004-08,649,21.18909091
2004-08,657,21.754
2004-09,2,21.656
2004-09,3,21.75916667
2004-09,4,21.76176471
2004-09,5,21.74076923
2004-09,6,21.95727273
2004-09,7,21.36714286
2004-09,8,21.328125
2004-09,9,21.3837037
2004-09,10,21.50444444
2004-09,11,21.35764706
2004-09,12,21.11444444
2004-09,13,20.429
2004-09,14,20.02692308
2004-09,15,19.83125
2004-09,16,18.54666667
2004-09,17,18.63142857
2004-09,18,16.97204545
2004-09,20,18.44954545
2004-09,21,19.14029412
2004-09,22,19.58684211
2004-09,23,20.67068966
2004-09,24,20.73421053
2004-09,25,21.39666667
2004-09,26,21.96142857
2004-09,27,22.17541667
2004-09,28,22.39172414
2004-09,29,22.65925926
2004-09,29.5,22.6737931
2004-09,30,22.8376
2004-09,31,23.18291667
2004-09,32,23.16809524
2004-09,33,23.38227273
2004-09,34,22.918
2004-09,35,24.3375
2004-09,36,24.598
2004-09,649,21.61916667
2004-09,657,21.71
2004-10,21,15.84941176
2004-10,22,15.98947368
2004-10,23,16.684375
2004-10,24,17.438
2004-10,25,18.5525
2004-10,26,18.539
2004-10,27,18.38
2004-10,28,18.29466667
2004-10,29,18.47133333
2004-10,30,18.89928571
2004-10,31,19.14153846
2004-10,32,19.22666667
2004-10,33,19.22363636
2004-10,34,19.57166667
2004-10,35,19.43857143
2004-10,36,19.83
2004-11,2,
2004-11,3,
2004-11,4,
2004-11,5,
2004-11,6,
2004-11,7,
2004-11,9,15.36638889
2004-11,10,15.33529412
2004-11,11,15.30933333
2004-11,12,15.24555556
2004-11,13,15.24555556
2004-11,14,15.19384615
2004-11,15,14.99958333
2004-11,16,14.80285714
2004-11,17,14.76166667
2004-11,18,14.67857143
2004-11,20,14.84538462
2004-11,21,15.06294118
2004-11,22,15.13842105
2004-11,23,15.34266667
2004-11,24,15.72888889
2004-11,25,16.01375
2004-11,26,15.71909091
2004-11,27,15.80818182
2004-11,28,15.83
2004-11,29,15.89066667
2004-11,29.5,15.92133333
2004-11,30,15.9475
2004-11,31,16.08230769
2004-11,32,15.966
2004-11,33,16.05583333
2004-11,34,16.06
2004-11,35,16.08833333
2004-11,36,16.08666667
2004-11,649,
2004-11,657,
2004-12,2,10.72888889
2004-12,3,10.81333333
2004-12,4,10.99722222
2004-12,5,11.20583333
2004-12,6,11.44083333
2004-12,7,11.60866667
2004-12,8,11.750625
2004-12,9,11.88774194
2004-12,10,11.89470588
2004-12,11,12.0345
2004-12,12,12.163
2004-12,13,12.313
2004-12,14,12.32066667
2004-12,15,12.32625
2004-12,16,12.34230769
2004-12,17,12.32571429
2004-12,18,12.35
2004-12,20,12.35076923
2004-12,21,12.33777778
2004-12,22,12.34210526
2004-12,23,12.318
2004-12,24,12.15272727
2004-12,25,12.0275
2004-12,26,11.819
2004-12,27,11.94916667
2004-12,28,12.03
2004-12,29,12.18357143
2004-12,29.5,12.24785714
2004-12,30,12.33769231
2004-12,31,12.495
2004-12,32,12.53727273
2004-12,33,12.53666667
2004-12,34,12.3325
2004-12,35,12.665
2004-12,36,12.73
2004-12,649,10.51583333
2004-12,657,10.861
2005-01,2,8.952727273
2005-01,3,8.974615385
2005-01,4,9.049444444
2005-01,5,9.224166667
2005-01,6,9.42
2005-01,7,9.763333333
2005-01,8,9.870588235
2005-01,9,9.985666667
2005-01,10,10.01368421
2005-01,11,10.16142857
2005-01,12,10.434
2005-01,13,10.876
2005-01,14,11.02666667
2005-01,15,11.12956522
2005-01,16,11.48571429
2005-01,17,11.6
2005-01,18,11.74731707
2005-01,20,11.68583333
2005-01,21,11.37388889
2005-01,22,11.35
2005-01,23,11.06533333
2005-01,24,10.92
2005-01,25,10.66666667
2005-01,26,10.59454545
2005-01,27,10.5425
2005-01,28,10.54866667
2005-01,29,10.67666667
2005-01,29.5,10.74875
2005-01,30,10.79384615
2005-01,31,10.9175
2005-01,32,10.88818182
2005-01,33,10.82272727
2005-01,34,10.37
2005-01,35,10.886
2005-01,36,11.022
2005-01,649,8.841818182
2005-01,657,8.630833333
2005-02,2,12.538
2005-02,3,12.622
2005-02,4,12.63875
2005-02,5,12.56181818
2005-02,6,12.747
2005-02,7,12.76384615
2005-02,8,12.84933333
2005-02,9,12.85515152
2005-02,10,12.94823529
2005-02,11,12.9455
2005-02,12,12.9675
2005-02,13,13.16444444
2005-02,14,13.09785714
2005-02,15,13.11727273
2005-02,16,13.14384615
2005-02,17,13.11769231
2005-02,18,13.12820513
2005-02,20,13.12368421
2005-02,21,12.29451613
2005-02,22,12.36416667
2005-02,23,12.38541667
2005-02,24,12.36277778
2005-02,25,12.51866667
2005-02,26,12.22588235
2005-02,27,12.16
2005-02,28,12.17291667
2005-02,29,12.2476
2005-02,29.5,12.338
2005-02,30,13.44
2005-02,31,12.39136364
2005-02,32,12.501
2005-02,33,12.43
2005-02,34,12.20285714
2005-02,35,12.65666667
2005-02,36,12.507
2005-02,649,12.71818182
2005-02,657,12.47545455
2005-03,2,14.98
2005-03,3,15.15833333
2005-03,4,15.31615385
2005-03,5,15.29375
2005-03,6,15.25
2005-03,7,15.18272727
2005-03,8,15.08428571
2005-03,9,14.9504
2005-03,10,14.90428571
2005-03,11,14.77181818
2005-03,12,14.74125
2005-03,13,14.70875
2005-03,14,14.64916667
2005-03,15,14.6
2005-03,16,14.49909091
2005-03,17,14.43181818
2005-03,18,14.34666667
2005-03,20,14.402
2005-03,21,14.75424242
2005-03,22,14.75171429
2005-03,23,14.94928571
2005-03,24,15.154375
2005-03,25,15.16071429
2005-03,26,15.24333333
2005-03,27,15.36
2005-03,28,15.41185185
2005-03,29,15.53923077
2005-03,29.5,15.6248
2005-03,30,15.63095238
2005-03,31,15.69869565
2005-03,32,15.8065
2005-03,33,15.76857143
2005-03,34,15.64
2005-03,35,15.65454545
2005-03,36,15.79666667
2005-03,649,14.365
2005-03,657,13.50888889
2005-04,2,15.28555556
2005-04,3,15.0975
2005-04,4,15.13733333
2005-04,5,15.014
2005-04,6,15.173
2005-04,7,15.22454545
2005-04,8,14.90214286
2005-04,9,14.72821429
2005-04,10,14.71125
2005-04,11,14.69769231
2005-04,12,14.82
2005-04,13,14.82285714
2005-04,14,14.63909091
2005-04,15,14.29818182
2005-04,16,14.378
2005-04,17,13.903
2005-04,18,12.68712329
2005-04,20,14.32714286
2005-04,21,13.72
2005-04,22,13.63088235
2005-04,23,14.18333333
2005-04,24,14.16266667
2005-04,25,14.495
2005-04,26,14.72722222
2005-04,27,14.82
2005-04,28,14.94259259
2005-04,29,15.06259259
2005-04,29.5,15.27653846
2005-04,30,15.39958333
2005-04,31,15.62409091
2005-04,32,15.54117647
2005-04,33,15.59952381
2005-04,34,15.381
2005-04,35,15.836
2005-04,36,15.493
2005-04,649,15.044
2005-04,657,15.05
2005-05,2,17.74777778
2005-05,3,17.75333333
2005-05,4,17.68333333
2005-05,5,17.50181818
2005-05,6,17.518
2005-05,7,17.22928571
2005-05,8,16.86307692
2005-05,9,16.6375
2005-05,10,16.64470588
2005-05,11,16.63947368
2005-05,12,16.7075
2005-05,13,16.44375
2005-05,14,16.08
2005-05,15,15.79090909
2005-05,16,15.59833333
2005-05,17,15.00333333
2005-05,18,14.65094595
2005-05,20,15.30925926
2005-05,21,15.10774194
2005-05,22,15.21342857
2005-05,23,15.49296296
2005-05,24,15.61882353
2005-05,25,15.92583333
2005-05,26,16.37823529
2005-05,27,16.38190476
2005-05,28,16.73307692
2005-05,29,16.89923077
2005-05,29.5,17.02269231
2005-05,30,17.02190476
2005-05,31,17.12545455
2005-05,32,17.156
2005-05,33,17.30173913
2005-05,34,16.912
2005-05,35,17.38818182
2005-05,36,17.446
2005-05,649,17.72818182
2005-05,657,17.285
2005-06,2,19.085
2005-06,3,19.071
2005-06,4,19.309375
2005-06,5,19.6675
2005-06,6,19.741
2005-06,7,19.42153846
2005-06,8,18.804
2005-06,9,18.5188
2005-06,10,18.57352941
2005-06,11,18.33384615
2005-06,12,18.19125
2005-06,13,17.06666667
2005-06,14,16.42357143
2005-06,15,16.34363636
2005-06,16,15.29090909
2005-06,17,14.86833333
2005-06,18,14.17410256
2005-06,20,14.57333333
2005-06,21,15.441875
2005-06,22,15.52705882
2005-06,23,17.04153846
2005-06,24,17.2075
2005-06,25,18.16
2005-06,26,18.87125
2005-06,27,19.164
2005-06,28,19.41
2005-06,29,19.86272727
2005-06,29.5,20.12916667
2005-06,30,20.304
2005-06,31,20.328
2005-06,32,20.27875
2005-06,33,20.484
2005-06,34,19.45
2005-06,649,19.096
2005-06,657,18.209
2005-08,21,16.978
2005-08,22,17.11833333
2005-08,23,17.47571429
2005-08,24,18.245
2005-08,25,18.86428571
2005-08,26,19.27444444
2005-08,27,19.46818182
2005-08,28,19.77538462
2005-08,29,20.00928571
2005-08,29.5,20.36785714
2005-08,30,20.52916667
2005-08,31,21.07
2005-08,32,21.413
2005-08,33,21.45545455
2005-08,34,21.788
2005-08,35,21.76166667
2005-08,36,22.444
2005-09,2,20.55181818
2005-09,3,20.45416667
2005-09,4,20.37764706
2005-09,5,20.29636364
2005-09,6,19.97833333
2005-09,7,19.80066667
2005-09,8,19.689375
2005-09,9,19.62
2005-09,10,19.57944444
2005-09,11,19.38533333
2005-09,12,19.28
2005-09,13,18.65777778
2005-09,14,18.62642857
2005-09,15,18.44130435
2005-09,16,18.0675
2005-09,17,17.09846154
2005-09,18,16.93288889
2005-09,20,17.3724
2005-09,21,17.52941176
2005-09,22,17.58891892
2005-09,23,18.04633333
2005-09,24,18.25263158
2005-09,25,18.862
2005-09,26,19.16368421
2005-09,27,19.32772727
2005-09,28,19.51703704
2005-09,29,19.67178571
2005-09,29.5,21.03928571
2005-09,30,19.9288
2005-09,31,20.20583333
2005-09,32,20.29809524
2005-09,33,20.27
2005-09,34,20.24777778
2005-09,35,20.34071429
2005-09,36,20.693
2005-09,649,20.79909091
2005-09,657,21.29
2005-10,2,18.01272727
2005-10,3,17.87416667
2005-10,4,17.96588235
2005-10,5,17.95333333
2005-10,6,18.02181818
2005-10,7,17.98428571
2005-10,8,17.71529412
2005-10,9,17.71925926
2005-10,10,17.65222222
2005-10,11,17.605625
2005-10,12,17.41666667
2005-10,13,16.82
2005-10,14,16.70888889
2005-10,15,15.92041667
2005-10,16,14.74153846
2005-10,17,14.11857143
2005-10,18,13.85918919
2005-10,20,14.14
2005-10,21,14.91837838
2005-10,22,15.05342105
2005-10,23,15.82833333
2005-10,24,16.31285714
2005-10,25,17.10277778
2005-10,26,17.29809524
2005-10,27,17.2648
2005-10,28,17.27333333
2005-10,29,17.4125
2005-10,29.5,17.478
2005-10,30,17.6332
2005-10,31,17.79304348
2005-10,32,17.77727273
2005-10,33,17.6356
2005-10,34,17.48166667
2005-10,35,17.85785714
2005-10,36,17.825
2005-10,649,18.045
2005-10,657,17.4
2005-11,2,15.53727273
2005-11,3,15.5225
2005-11,4,15.49470588
